match,score,index,Item,Scorer,Form,is_true_positive
"Pineapple, all varieties, raw",100.0,769,Pineapple,partial_token_set_ratio,Fresh,1
Orange Pineapple Juice Blend,100.0,799,Pineapple,partial_token_set_ratio,Fresh,0
"Pineapple, traditional varieties, raw",100.0,2360,Pineapple,partial_token_set_ratio,Fresh,1
"Babyfood, orange and pineapple, juice",100.0,2436,Pineapple,partial_token_set_ratio,Fresh,0
"Pineapple, extra sweet variety, raw",100.0,2689,Pineapple,partial_token_set_ratio,Fresh,1
"Babyfood, junior, pears and pineapple, fruit",100.0,2841,Pineapple,partial_token_set_ratio,Fresh,0
"Babyfood, strained, pears and pineapple, fruit",100.0,3857,Pineapple,partial_token_set_ratio,Fresh,0
"Frozen novelties, pineapple-coconut, ice type",100.0,3976,Pineapple,partial_token_set_ratio,Fresh,0
"Babyfood, strained, pineapple, fruit pudding, dessert",100.0,4143,Pineapple,partial_token_set_ratio,Fresh,0
"Beverages, Orange Pineapple, V8 SPLASH Juice Drinks",100.0,4396,Pineapple,partial_token_set_ratio,Fresh,0
"Babyfood, strained, applesauce and pineapple, fruit",100.0,4424,Pineapple,partial_token_set_ratio,Fresh,0
"Cake, prepared from recipe, pineapple upside-down",100.0,4678,Pineapple,partial_token_set_ratio,Fresh,0
"Babyfood, junior, applesauce and pineapple, fruit",100.0,4745,Pineapple,partial_token_set_ratio,Fresh,0
"Babyfood, strained, bananas and pineapple with tapioca, fruit",100.0,5793,Pineapple,partial_token_set_ratio,Fresh,0
"Babyfood, junior, bananas and pineapple with tapioca, fruit",100.0,6045,Pineapple,partial_token_set_ratio,Fresh,0
Poi,80.0,679,Pineapple,partial_token_set_ratio,Fresh,0
"Toppings, pineapple",100.0,249,Pineapple,partial_token_sort_ratio,Fresh,0
"Pineapple, all varieties, raw",100.0,769,Pineapple,partial_token_sort_ratio,Fresh,1
Orange Pineapple Juice Blend,100.0,799,Pineapple,partial_token_sort_ratio,Fresh,0
"Pineapple, traditional varieties, raw",100.0,2360,Pineapple,partial_token_sort_ratio,Fresh,1
"Babyfood, orange and pineapple, juice",100.0,2436,Pineapple,partial_token_sort_ratio,Fresh,0
"Pineapple, extra sweet variety, raw",100.0,2689,Pineapple,partial_token_sort_ratio,Fresh,1
"Babyfood, junior, pears and pineapple, fruit",100.0,2841,Pineapple,partial_token_sort_ratio,Fresh,0
"Babyfood, strained, pears and pineapple, fruit",100.0,3857,Pineapple,partial_token_sort_ratio,Fresh,0
"Frozen novelties, pineapple-coconut, ice type",100.0,3976,Pineapple,partial_token_sort_ratio,Fresh,0
"Babyfood, strained, pineapple, fruit pudding, dessert",100.0,4143,Pineapple,partial_token_sort_ratio,Fresh,0
"Beverages, Orange Pineapple, V8 SPLASH Juice Drinks",100.0,4396,Pineapple,partial_token_sort_ratio,Fresh,0
"Babyfood, strained, applesauce and pineapple, fruit",100.0,4424,Pineapple,partial_token_sort_ratio,Fresh,0
"Cake, prepared from recipe, pineapple upside-down",100.0,4678,Pineapple,partial_token_sort_ratio,Fresh,0
"Babyfood, junior, applesauce and pineapple, fruit",100.0,4745,Pineapple,partial_token_sort_ratio,Fresh,0
"Babyfood, strained, bananas and pineapple with tapioca, fruit",100.0,5793,Pineapple,partial_token_sort_ratio,Fresh,0
"Babyfood, junior, bananas and pineapple with tapioca, fruit",100.0,6045,Pineapple,partial_token_sort_ratio,Fresh,0
Poi,80.0,679,Pineapple,partial_token_sort_ratio,Fresh,0
"Toppings, pineapple",100.0,249,Pineapple,token_ratio,Fresh,0
"Pineapple, all varieties, raw",100.0,769,Pineapple,token_ratio,Fresh,1
Orange Pineapple Juice Blend,100.0,799,Pineapple,token_ratio,Fresh,0
"Pineapple, traditional varieties, raw",100.0,2360,Pineapple,token_ratio,Fresh,1
"Babyfood, orange and pineapple, juice",100.0,2436,Pineapple,token_ratio,Fresh,0
"Pineapple, extra sweet variety, raw",100.0,2689,Pineapple,token_ratio,Fresh,1
"Babyfood, junior, pears and pineapple, fruit",100.0,2841,Pineapple,token_ratio,Fresh,0
"Babyfood, strained, pears and pineapple, fruit",100.0,3857,Pineapple,token_ratio,Fresh,0
"Frozen novelties, pineapple-coconut, ice type",100.0,3976,Pineapple,token_ratio,Fresh,0
"Babyfood, strained, pineapple, fruit pudding, dessert",100.0,4143,Pineapple,token_ratio,Fresh,0
"Beverages, Orange Pineapple, V8 SPLASH Juice Drinks",100.0,4396,Pineapple,token_ratio,Fresh,0
"Babyfood, strained, applesauce and pineapple, fruit",100.0,4424,Pineapple,token_ratio,Fresh,0
"Cake, prepared from recipe, pineapple upside-down",100.0,4678,Pineapple,token_ratio,Fresh,0
"Babyfood, junior, applesauce and pineapple, fruit",100.0,4745,Pineapple,token_ratio,Fresh,0
"Babyfood, strained, bananas and pineapple with tapioca, fruit",100.0,5793,Pineapple,token_ratio,Fresh,0
"Babyfood, junior, bananas and pineapple with tapioca, fruit",100.0,6045,Pineapple,token_ratio,Fresh,0
"Toppings, pineapple",100.0,249,Pineapple,token_set_ratio,Fresh,0
"Pineapple, all varieties, raw",100.0,769,Pineapple,token_set_ratio,Fresh,1
Orange Pineapple Juice Blend,100.0,799,Pineapple,token_set_ratio,Fresh,0
"Pineapple, traditional varieties, raw",100.0,2360,Pineapple,token_set_ratio,Fresh,1
"Babyfood, orange and pineapple, juice",100.0,2436,Pineapple,token_set_ratio,Fresh,0
"Pineapple, extra sweet variety, raw",100.0,2689,Pineapple,token_set_ratio,Fresh,1
"Babyfood, junior, pears and pineapple, fruit",100.0,2841,Pineapple,token_set_ratio,Fresh,0
"Babyfood, strained, pears and pineapple, fruit",100.0,3857,Pineapple,token_set_ratio,Fresh,0
"Frozen novelties, pineapple-coconut, ice type",100.0,3976,Pineapple,token_set_ratio,Fresh,0
"Babyfood, strained, pineapple, fruit pudding, dessert",100.0,4143,Pineapple,token_set_ratio,Fresh,0
"Beverages, Orange Pineapple, V8 SPLASH Juice Drinks",100.0,4396,Pineapple,token_set_ratio,Fresh,0
"Babyfood, strained, applesauce and pineapple, fruit",100.0,4424,Pineapple,token_set_ratio,Fresh,0
"Cake, prepared from recipe, pineapple upside-down",100.0,4678,Pineapple,token_set_ratio,Fresh,0
"Babyfood, junior, applesauce and pineapple, fruit",100.0,4745,Pineapple,token_set_ratio,Fresh,0
"Babyfood, strained, bananas and pineapple with tapioca, fruit",100.0,5793,Pineapple,token_set_ratio,Fresh,0
"Babyfood, junior, bananas and pineapple with tapioca, fruit",100.0,6045,Pineapple,token_set_ratio,Fresh,0
"Toppings, pineapple",90.0,249,Pineapple,WRatio,Fresh,0
"Pineapple, all varieties, raw",90.0,769,Pineapple,WRatio,Fresh,1
Orange Pineapple Juice Blend,90.0,799,Pineapple,WRatio,Fresh,0
"Pineapple, traditional varieties, raw",90.0,2360,Pineapple,WRatio,Fresh,1
"Babyfood, orange and pineapple, juice",90.0,2436,Pineapple,WRatio,Fresh,0
"Pineapple, extra sweet variety, raw",90.0,2689,Pineapple,WRatio,Fresh,1
"Babyfood, junior, pears and pineapple, fruit",90.0,2841,Pineapple,WRatio,Fresh,0
"Babyfood, strained, pears and pineapple, fruit",90.0,3857,Pineapple,WRatio,Fresh,0
"Frozen novelties, pineapple-coconut, ice type",90.0,3976,Pineapple,WRatio,Fresh,0
"Babyfood, strained, pineapple, fruit pudding, dessert",90.0,4143,Pineapple,WRatio,Fresh,0
"Beverages, Orange Pineapple, V8 SPLASH Juice Drinks",90.0,4396,Pineapple,WRatio,Fresh,0
"Babyfood, strained, applesauce and pineapple, fruit",90.0,4424,Pineapple,WRatio,Fresh,0
"Cake, prepared from recipe, pineapple upside-down",90.0,4678,Pineapple,WRatio,Fresh,0
"Babyfood, junior, applesauce and pineapple, fruit",90.0,4745,Pineapple,WRatio,Fresh,0
"Babyfood, strained, bananas and pineapple with tapioca, fruit",90.0,5793,Pineapple,WRatio,Fresh,0
"Babyfood, junior, bananas and pineapple with tapioca, fruit",90.0,6045,Pineapple,WRatio,Fresh,0
Potato salad with egg,100.0,121,Cucumbers with peel,partial_token_ratio,Fresh,0
"Orange peel, raw",100.0,424,Cucumbers with peel,partial_token_ratio,Fresh,0
"Lemon peel, raw",100.0,461,Cucumbers with peel,partial_token_ratio,Fresh,0
"Candies, with almonds, nougat",100.0,748,Cucumbers with peel,partial_token_ratio,Fresh,0
"Apples, with skin, gala, raw",100.0,779,Cucumbers with peel,partial_token_ratio,Fresh,0
"Tree fern, with salt, cooked",100.0,786,Cucumbers with peel,partial_token_ratio,Fresh,0
"Apples, with skin, fuji, raw",100.0,812,Cucumbers with peel,partial_token_ratio,Fresh,0
"Butter, with salt, whipped",100.0,993,Cucumbers with peel,partial_token_ratio,Fresh,0
"Mayonnaise, made with tofu",100.0,1052,Cucumbers with peel,partial_token_ratio,Fresh,0
"Lemons, without peel, raw",100.0,1083,Cucumbers with peel,partial_token_ratio,Fresh,0
"Cucumber, raw, with peel",100.0,1219,Cucumbers with peel,partial_token_ratio,Fresh,1
"Taro, with salt, cooked",100.0,1293,Cucumbers with peel,partial_token_ratio,Fresh,0
"Oranges, with peel, raw",100.0,1299,Cucumbers with peel,partial_token_ratio,Fresh,0
"Apples, with skin, raw",100.0,1309,Cucumbers with peel,partial_token_ratio,Fresh,0
"Cowpeas, raw, young pods with seeds",100.0,1377,Cucumbers with peel,partial_token_ratio,Fresh,0
"WENDY'S, with cheese, Double Stack",100.0,1422,Cucumbers with peel,partial_token_ratio,Fresh,0
"Peanut butter with omega-3, creamy",100.0,1518,Cucumbers with peel,partial_token_ratio,Fresh,0
"Fast foods, with sausage, biscuit",100.0,1523,Cucumbers with peel,partial_token_ratio,Fresh,0
"Frybread, made with lard (Apache)",100.0,1524,Cucumbers with peel,partial_token_ratio,Fresh,0
"Candies, vanilla with nuts, fudge",100.0,1544,Cucumbers with peel,partial_token_ratio,Fresh,0
"Frybread, made with lard (Navajo)",100.0,1554,Cucumbers with peel,partial_token_ratio,Fresh,0
"Stew, hominy with mutton (Navajo)",100.0,1555,Cucumbers with peel,partial_token_ratio,Fresh,0
"Potatoes, with salt, flesh, baked",100.0,1584,Cucumbers with peel,partial_token_ratio,Fresh,0
"Taro, with salt, cooked, tahitian",100.0,1595,Cucumbers with peel,partial_token_ratio,Fresh,0
"Mush, blue corn with ash (Navajo)",100.0,1614,Cucumbers with peel,partial_token_ratio,Fresh,0
"BURGER KING, with cheese, WHOPPER",100.0,1617,Cucumbers with peel,partial_token_ratio,Fresh,0
"Tofu, prepared with nigari, hard",100.0,1677,Cucumbers with peel,partial_token_ratio,Fresh,0
"Cheese, with vegetables, cottage",100.0,1749,Cucumbers with peel,partial_token_ratio,Fresh,0
"Butter, with salt, stick, light",100.0,1835,Cucumbers with peel,partial_token_ratio,Fresh,0
"Taro, with salt, cooked, shoots",100.0,1841,Cucumbers with peel,partial_token_ratio,Fresh,0
"Fast foods, with cheese, nachos",100.0,1850,Cucumbers with peel,partial_token_ratio,Fresh,0
"Fast foods, with beans, burrito",100.0,1862,Cucumbers with peel,partial_token_ratio,Fresh,0
"TACO BELL, Soft Taco with steak",100.0,1880,Cucumbers with peel,partial_token_ratio,Fresh,0
"Fast foods, with chili, hotdog",100.0,1974,Cucumbers with peel,partial_token_ratio,Fresh,0
"Fast foods, with egg, biscuit",100.0,2002,Cucumbers with peel,partial_token_ratio,Fresh,0
"Fast foods, with ham, biscuit",100.0,2003,Cucumbers with peel,partial_token_ratio,Fresh,0
"Babyfood, pasta with vegetables, dinner",100.0,2053,Cucumbers with peel,partial_token_ratio,Fresh,0
"SPAGHETTIOS, SpaghettiOs with Meatballs",100.0,2054,Cucumbers with peel,partial_token_ratio,Fresh,0
"Taro, with salt, steamed, cooked, leaves",100.0,2082,Cucumbers with peel,partial_token_ratio,Fresh,0
"Kale, with salt, drained, boiled, cooked",100.0,2089,Cucumbers with peel,partial_token_ratio,Fresh,0
"Babyfood, junior, with egg yolks, cereal",100.0,2100,Cucumbers with peel,partial_token_ratio,Fresh,0
"Fast foods, with egg and bacon, biscuit",100.0,2104,Cucumbers with peel,partial_token_ratio,Fresh,0
"Yachtwurst, cooked, with pistachio nuts",100.0,2106,Cucumbers with peel,partial_token_ratio,Fresh,0
"Sausage, hot, beef with chicken, Polish",100.0,2109,Cucumbers with peel,partial_token_ratio,Fresh,0
"OLIVE GARDEN, spaghetti with meat sauce",100.0,2113,Cucumbers with peel,partial_token_ratio,Fresh,0
"Milk, with added vitamin D, fluid, goat",100.0,2126,Cucumbers with peel,partial_token_ratio,Fresh,0
"Cookies, with frosting or icing, animal",100.0,2139,Cucumbers with peel,partial_token_ratio,Fresh,0
"McDONALD'S, QUARTER POUNDER with Cheese",100.0,2159,Cucumbers with peel,partial_token_ratio,Fresh,0
"Mayonnaise, with olive oil, reduced fat",100.0,2192,Cucumbers with peel,partial_token_ratio,Fresh,0
"McDONALD'S, McFLURRY with M&M'S CANDIES",100.0,2195,Cucumbers with peel,partial_token_ratio,Fresh,0
"TACO BELL, BURRITO SUPREME with chicken",100.0,2199,Cucumbers with peel,partial_token_ratio,Fresh,0
"Fast foods, biscuit with egg and steak",100.0,2210,Cucumbers with peel,partial_token_ratio,Fresh,0
"McDONALD'S, McFLURRY with OREO cookies",100.0,2234,Cucumbers with peel,partial_token_ratio,Fresh,0
"Tomatoes, with salt, cooked, ripe, red",100.0,2268,Cucumbers with peel,partial_token_ratio,Fresh,0
"Babyfood, beef with vegetables, dinner",100.0,2275,Cucumbers with peel,partial_token_ratio,Fresh,0
"Tofu, prepared with nigari, extra firm",100.0,2279,Cucumbers with peel,partial_token_ratio,Fresh,0
"Peanut butter, with salt, smooth style",100.0,2281,Cucumbers with peel,partial_token_ratio,Fresh,0
"Restaurant, lasagna with meat, Italian",100.0,2290,Cucumbers with peel,partial_token_ratio,Fresh,0
"Pasta, cooked, made with egg, homemade",100.0,2306,Cucumbers with peel,partial_token_ratio,Fresh,0
"Mushrooms, with salt, cooked, shiitake",100.0,2333,Cucumbers with peel,partial_token_ratio,Fresh,0
"Fast foods, with egg and ham, biscuit",100.0,2353,Cucumbers with peel,partial_token_ratio,Fresh,0
"Apples, with skin, red delicious, raw",100.0,2361,Cucumbers with peel,partial_token_ratio,Fresh,0
"Cauliflower, with salt, cooked, green",100.0,2380,Cucumbers with peel,partial_token_ratio,Fresh,0
"Lemonade, prepared with water, powder",100.0,2411,Cucumbers with peel,partial_token_ratio,Fresh,0
"Peanut butter, with salt, chunk style",100.0,2422,Cucumbers with peel,partial_token_ratio,Fresh,0
"Candies, with almonds, milk chocolate",100.0,2424,Cucumbers with peel,partial_token_ratio,Fresh,0
"McDONALD'S, Sausage McMUFFIN with Egg",100.0,2441,Cucumbers with peel,partial_token_ratio,Fresh,0
"Potatoes, with salt, skin only, baked",100.0,2461,Cucumbers with peel,partial_token_ratio,Fresh,0
"TACO BELL, BURRITO SUPREME with steak",100.0,2462,Cucumbers with peel,partial_token_ratio,Fresh,0
"Babyfood, strained, with eggs, cereal",100.0,2469,Cucumbers with peel,partial_token_ratio,Fresh,0
"Fast foods, french toast with butter",100.0,2483,Cucumbers with peel,partial_token_ratio,Fresh,0
"Apples, with skin, granny smith, raw",100.0,2485,Cucumbers with peel,partial_token_ratio,Fresh,0
"Babyfood, with calcium, apple, juice",100.0,2489,Cucumbers with peel,partial_token_ratio,Fresh,0
"Soup, with water, low sodium, tomato",100.0,2497,Cucumbers with peel,partial_token_ratio,Fresh,0
"TACO BELL, BURRITO SUPREME with beef",100.0,2498,Cucumbers with peel,partial_token_ratio,Fresh,0
"WENDY'S, with cheese, CLASSIC DOUBLE",100.0,2500,Cucumbers with peel,partial_token_ratio,Fresh,0
"McDONALD'S, Sausage Biscuit with Egg",100.0,2514,Cucumbers with peel,partial_token_ratio,Fresh,0
"Chili with beans, microwavable bowls",100.0,2527,Cucumbers with peel,partial_token_ratio,Fresh,0
"Cheese, with fruit, creamed, cottage",100.0,2549,Cucumbers with peel,partial_token_ratio,Fresh,0
"Gravy, brown with onions, CAMPBELL'S",100.0,2562,Cucumbers with peel,partial_token_ratio,Fresh,0
"Cereals, cooked with water, WHEATENA",100.0,2563,Cucumbers with peel,partial_token_ratio,Fresh,0
"Fast foods, with chicken, quesadilla",100.0,2574,Cucumbers with peel,partial_token_ratio,Fresh,0
"Babyfood, strained, apples with ham",100.0,2609,Cucumbers with peel,partial_token_ratio,Fresh,0
"WENDY'S, with cheese, Jr. Hamburger",100.0,2620,Cucumbers with peel,partial_token_ratio,Fresh,0
"Stew, dumpling with mutton (Navajo)",100.0,2629,Cucumbers with peel,partial_token_ratio,Fresh,0
"Cookies, vanilla sandwich with creme filling",100.0,2734,Cucumbers with peel,partial_token_ratio,Fresh,0
"Fast foods, with tartar sauce, fish sandwich",100.0,2755,Cucumbers with peel,partial_token_ratio,Fresh,0
"Soup, prepared with water, cubed, beef broth",100.0,2762,Cucumbers with peel,partial_token_ratio,Fresh,0
"Purslane, with salt, drained, boiled, cooked",100.0,2765,Cucumbers with peel,partial_token_ratio,Fresh,0
"Eggplant, with salt, drained, boiled, cooked",100.0,2777,Cucumbers with peel,partial_token_ratio,Fresh,0
"Parsnips, with salt, drained, boiled, cooked",100.0,2779,Cucumbers with peel,partial_token_ratio,Fresh,0
"Broccoli, with salt, drained, boiled, cooked",100.0,2792,Cucumbers with peel,partial_token_ratio,Fresh,0
"Celeriac, with salt, drained, boiled, cooked",100.0,2797,Cucumbers with peel,partial_token_ratio,Fresh,0
"Collards, with salt, drained, boiled, cooked",100.0,2798,Cucumbers with peel,partial_token_ratio,Fresh,0
"Syrups, with 2% maple, pancake, table blends",100.0,2832,Cucumbers with peel,partial_token_ratio,Fresh,0
"Kohlrabi, with salt, drained, boiled, cooked",100.0,2858,Cucumbers with peel,partial_token_ratio,Fresh,0
"Babyfood, Banana with orange medley, GERBER",100.0,2881,Cucumbers with peel,partial_token_ratio,Fresh,0
"Sesbania flower, with salt, steamed, cooked",100.0,2892,Cucumbers with peel,partial_token_ratio,Fresh,0
"OLIVE GARDEN, spaghetti with pomodoro sauce",100.0,2910,Cucumbers with peel,partial_token_ratio,Fresh,0
"SPAGHETTIOS, SpaghettiOs with Sliced Franks",100.0,2917,Cucumbers with peel,partial_token_ratio,Fresh,0
"Nuts, with salt added, oil roasted, almonds",100.0,2918,Cucumbers with peel,partial_token_ratio,Fresh,0
"Pumpkin, with salt, drained, boiled, cooked",100.0,2922,Cucumbers with peel,partial_token_ratio,Fresh,0
"Turnips, with salt, drained, boiled, cooked",100.0,2949,Cucumbers with peel,partial_token_ratio,Fresh,0
"Nuts, with salt added, plain, almond butter",100.0,2971,Cucumbers with peel,partial_token_ratio,Fresh,0
"Babyfood, mango with tapioca, fruit dessert",100.0,2979,Cucumbers with peel,partial_token_ratio,Fresh,0
"Spinach, with salt, drained, boiled, cooked",100.0,2989,Cucumbers with peel,partial_token_ratio,Fresh,0
"Salsify, with salt, drained, boiled, cooked",100.0,2990,Cucumbers with peel,partial_token_ratio,Fresh,0
"Nuts, with salt added, plain, cashew butter",100.0,3007,Cucumbers with peel,partial_token_ratio,Fresh,0
"Cardoon, with salt, drained, boiled, cooked",100.0,3014,Cucumbers with peel,partial_token_ratio,Fresh,0
"Carrots, with salt, drained, boiled, cooked",100.0,3015,Cucumbers with peel,partial_token_ratio,Fresh,0
"Babyfood, banana juice with low fat yogurt",100.0,3031,Cucumbers with peel,partial_token_ratio,Fresh,0
"KEEBLER, Vienna Fingers with Creme Filling",100.0,3034,Cucumbers with peel,partial_token_ratio,Fresh,0
"Borage, with salt, drained, boiled, cooked",100.0,3037,Cucumbers with peel,partial_token_ratio,Fresh,0
"Peanuts, with salt, oil-roasted, all types",100.0,3038,Cucumbers with peel,partial_token_ratio,Fresh,0
"Nuts, with salt added, oil roasted, pecans",100.0,3039,Cucumbers with peel,partial_token_ratio,Fresh,0
"Babyfood, with calcium, fruit punch, juice",100.0,3051,Cucumbers with peel,partial_token_ratio,Fresh,0
